SQLDate,Actor1Code,Actor2Code,QuadClass,GoldsteinScale,NumMentions,ActionGeo_Lat,ActionGeo_Long,SOURCEURL,Location
20120229,NGOCHNUIGHRI,CHNGOV,1,0,1,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120301,CHN,CHNGOV,1,0,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120301,CHN,CHNGOV,4,-9.2,2,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120301,CHN,CHNLAB,2,7,4,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120301,CHN,CHNLAB,4,-5,6,36.7442,81.6231,,"Hetian, Xinjiang, China"
20120301,CHN,CHNUIG,4,-10,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120301,CHNUIG,CHN,4,-10,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120301,NGOCHNUIGHRI,CHNGOV,4,-9.2,2,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120302,CHN,CHNGOV,4,-9.2,4,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120302,NGOCHNUIGHRI,CHNGOV,4,-9.2,2,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120306,CHNCOP,CHN,1,7,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120309,CHN,CHNGOV,2,-2,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120309,CHNGOV,CHN,2,-2,5,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120310,CHN,CHNCOP,4,-10,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120310,CHN,CHNCOP,4,-10,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120310,CHNCOP,CHN,4,-10,10,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120310,CHNCOP,CHN,4,-10,31,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120320,CHN,CHNUIG,2,5,7,46.2,84.0333,,"Qoqek, Xinjiang, China"
20120320,CHNBUS,CHN,1,5.2,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120320,CHNBUS,CHN,1,5.2,3,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120326,CHN,CHNGOV,3,-2,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120326,CHN,CHNGOV,4,-5,3,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120326,CHN,CHNGOV,4,-5,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120326,CHNGOV,CHN,3,-2,5,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120327,CHN,CHNGOV,4,-5,6,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120327,CHNGOV,CHN,3,-2,9,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120327,CHNGOV,CHN,3,-2,27,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120327,CHNUAF,CHN,4,-5,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120327,CHNUAF,CHN,4,-5,5,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120328,CHN,CHNCOP,1,1.9,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120328,CHN,CHNCOP,1,1.9,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120328,CHNCOP,CHN,1,2.8,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120328,CHNCOP,CHN,1,2.8,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120328,CHNCOP,CHN,4,-5,2,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120328,NGOCHNUIGHRI,CHN,3,-2,4,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120329,CHN,CHNCOP,1,1,3,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHN,CHNCOP,1,1.9,2,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHN,CHNCOP,1,1.9,7,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHN,CHNCOP,4,-5,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHN,CHNCOP,4,-5,2,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHN,CHNGOV,3,-6.5,2,41.0025,86.6739,,"Bayingol, Xinjiang, China"
20120329,CHNCOP,CHN,1,1,1,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHNCOP,CHN,1,1,2,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHNCOP,CHN,1,2.8,2,41.23,82.8058,,"Aksu, Xinjiang, China"
20120329,CHNCOP,CHN,1,2.8,7,41.23,82.8058,,"Aksu, Xinjiang, China"
20120401,CHNGOV,CHN,1,0,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120401,CHNGOV,CHN,1,3.5,1,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120405,CHN,MNCCHN,1,1,1,44.2333,93.3333,,"Kumul, Xinjiang, China"
20120405,CHN,MNCCHN,1,1,8,44.2333,93.3333,,"Kumul, Xinjiang, China"
20120405,CHNGOV,CHN,3,-2,194,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120406,CHN,CHNCVL,4,-10,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120406,CHNGOV,CHN,3,-2,18,37.885,77.4131,,"Kashgar, Xinjiang, China"
20120406,CHNGOV,CHN,3,-2,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120406,CHNGOV,CHN,3,-2,7,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120406,CHN,CHNCVL,4,-10,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120406,CHNGOV,CHN,3,-2,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120406,CHNGOV,CHN,3,-2,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120407,CHN,CHNCOP,4,-10,1,38.4167,77.2406,,"Kashgar, Xinjiang, China"
20120409,CHN,CHNGOV,1,7,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120409,CHN,CHNGOV,3,-2,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120409,CHNGOV,CHN,1,7,1,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120409,CHNGOV,CHN,3,-2,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120412,CHN,CHNGOV,1,1.9,5,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120412,CHNGOV,CHN,1,2.8,5,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120419,CHNEDU,CHN,1,3.4,4,44.3,86.0333,,"Shihezi, Xinjiang, China"
20120507,CHNUIG,CHN,1,0,9,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120508,CHNUIG,CHN,1,0,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120511,CHN,CHNGOV,4,-5,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120517,CHNUIG,CHN,1,0,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120522,CHN,CHNUIG,1,2.8,9,41.7278,82.9364,,"Aksu, Xinjiang, China"
20120530,CHN,CHNGOV,1,3,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120530,CHN,CHNGOV,1,1,6,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120530,CHNGOV,CHN,1,1,6,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120606,CHNGOV,CHN,4,-5,5,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120619,CHN,CHNCVL,4,-10,36,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120619,CHNCOP,CHN,2,-2,18,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120621,NGOCHNUIGHRI,CHN,2,7.4,1,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120622,CHN,CHNGOV,1,2.8,2,44.1667,87.9833,,"Changji, Xinjiang, China"
20120622,CHNGOV,CHN,1,1.9,2,44.1667,87.9833,,"Changji, Xinjiang, China"
20120624,CHN,CHNEDU,1,1.9,2,39.0192,74.4278,,"Xinjiang, China"
20120624,CHN,CHNEDU,1,1.9,2,39.0192,74.4278,,"Xinjiang, China"
20120624,CHN,CHNEDU,1,2.8,10,39.0192,74.4278,,"Xinjiang, China"
20120624,CHNEDU,CHN,1,1.9,10,39.0192,74.4278,,"Xinjiang, China"
20120624,CHNEDU,CHN,1,2.8,2,39.0192,74.4278,,"Xinjiang, China"
20120624,CHNEDU,CHN,1,2.8,2,39.0192,74.4278,,"Xinjiang, China"
20120625,CHNBUS,CHN,3,-6.5,1,44.3,86.0333,,"Shihezi, Xinjiang, China"
20120625,CHNBUS,CHN,3,-6.5,1,44.3,86.0333,,"Shihezi, Xinjiang, China"
20120625,CHNBUS,CHNBUS,3,-6.5,5,44.3,86.0333,,"Shihezi, Xinjiang, China"
20120628,CHN, CHNGOV,1,0,1,37.885,77.4131,http://www.thenews.com.pk/Todays-News-2-186735-China-visit-by-Nawaz-to-open-new-opportunities,"Kashgar, Xinjiang, China"
20120628,CHN,CHNGOV,1,1,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120628,CHN,CHNGOV,1,7,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120628,CHNGOV,CHN,1,1,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120628,CHNGOV,CHN,1,7,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120628,CHNGOV,CHNGOV,1,1,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120629,CHN,CHNBUS,1,2.8,411,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHN,CHNBUS,4,-9,13,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHN,CHNGOV,1,0,24,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHN,CHNGOV,4,-9,8,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHNBUS,CHN,1,4,24,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHNBUS,CHN,1,1.9,3,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHNBUS,CHN,1,1.9,50,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHNBUS,CHN,3,-7,40,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHNBUS,CHN,3,-7,5,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120629,CHNBUS,CHN,3,-7,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120629,CHNBUS,CHN,3,-7,3,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120629,CHNBUS,CHN,4,-9,23,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120630,CHN,CHNBUS,1,2.8,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120630,CHN,CHNBUS,1,2.8,38,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120630,CHNBUS,CHN,1,1.9,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120630,CHNBUS,CHN,1,1.9,38,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120630,CHNGOV,CHN,1,0,6,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120701,CHN,CHNBUS,1,2.8,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120702,CHN,CHNBUS,1,2.8,196,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120702,CHN,CHNBUS,1,2.8,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120702,CHN,CHNBUS,1,2.8,55,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120702,CHNBUS,CHN,1,1.9,196,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120702,CHNBUS,CHN,1,1.9,55,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120702,CHNBUS,CHN,1,1.9,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120702,NGOCHNUIGHRI,CHN,1,-0.4,10,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120703,CHN,CHNBUS,1,2.8,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120703,CHN,CHNBUS,1,2.8,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120703,CHN,CHNBUS,4,-10,2,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120703,CHNBUS,CHN,1,1.9,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120703,CHNBUS,CHN,1,1.9,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120703,CHNBUS,CHN,4,-10,3,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120705,CHN,CHNBUS,4,-9,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120705,CHNBUS,CHN,4,-9,6,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120705,CHNGOV,CHN,4,-10,1,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120706,CHN,CHNBUS,1,2.8,15,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120706,CHN,CHNGOV,3,-5,4,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120706,CHNBUS,CHN,1,1.9,5,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120711,CHN,CHNBUS,1,2.8,4,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120711,CHNBUS,CHN,1,2.8,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120711,CHNUIG,CHN,1,2.8,1,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120712,CHN, CHNGOV,1,0,1,39.3914,76.04,"http://www.thenews.com.pk/Todays-News-2-189604-Nawaz-realises-challenges,-trying-to-grasp-situation","Kashgar, Xinjiang, China"
20120713,CHN,CHNUIG,1,1,18,43.8811,81.2458,,"Ili, Xinjiang, China"
20120713,CHN,CHNUIG,1,1,2,43.8811,81.2458,,"Ili, Xinjiang, China"
20120713,CHNUIG,CHN,1,1,16,43.8811,81.2458,,"Ili, Xinjiang, China"
20120802,CHN,CHNCHR,1,2.8,5,41.2211,80.2469,,"Aksu, Xinjiang, China"
20120802,CHNCHR,CHN,1,1.9,5,41.2211,80.2469,,"Aksu, Xinjiang, China"
20120816,CHN,CHNCVL,4,-10,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120816,CHNCVL,CHN,4,-10,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20120828,CHNCOP,CHN,1,2.8,1,42.3164,86.3828,,"Bayingol, Xinjiang, China"
20120830,CHN,CHNBUS,1,2.8,6,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120830,CHNBUS,CHN,1,1.9,6,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120901,CHN,CHNBUS,1,2.8,30,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120901,CHNBUS,CHN,1,1.9,30,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120902,CHN,CHNBUS,1,2.8,40,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120902,CHN,CHNGOV,1,0,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120902,CHN,CHNGOV,1,1.9,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120902,CHN,CHNGOV,2,7.4,5,44.1256,80.4144,,"Ili, Xinjiang, China"
20120902,CHNBUS,CHN,1,1.9,40,37.0997,79.9269,,"Hetian, Xinjiang, China"
20120902,CHNGOV,CHN,1,2.8,4,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120902,CHNGOV,CHNGOV,1,0,6,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120902,CHNGOV,CHNGOV,1,1.9,6,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120902,CHNGOV,CHNGOV,1,2.8,6,43.801,87.6005,,"Shayibak, Urumqi, Xinjiang, China, 830000"
20120917,CHN,CHNLAB,3,-6.5,2,39.0192,74.4278,,"Xinjiang, China"
20121018,CHNGOV,CHN,4,-7.2,8,37.885,77.4131,,"Kashgar, Xinjiang, China"
20121020,CHNMIL,CHN,4,-10,1,41.0772,80.1919,,"Aksu, Xinjiang, China"
20121021,CHN,CHNMIL,2,7.4,2,41.0772,80.1919,,"Aksu, Xinjiang, China"
20121021,CHNMIL,CHN,4,-10,2,41.0772,80.1919,,"Aksu, Xinjiang, China"
20121027,CHN,CHNCOP,4,-7.2,2,37.1642,78.4094,,"Hetian, Xinjiang, China"
20121027,CHN,CHNCOP,4,-7.2,2,37.1642,78.4094,,"Hetian, Xinjiang, China"
20121126,CHN,CHNELI,1,7,2,42.7833,94.6,,"Kumul, Xinjiang, China"
20121126,CHNELI,CHN,1,7,2,42.7833,94.6,,"Kumul, Xinjiang, China"
20121128,CHN,CHNCVL,2,7,2,39.3914,76.04,,"Kashgar, Xinjiang, China"
20121202,CHN,CHNMIL,3,-6.5,2,37.1642,78.4094,,"Hetian, Xinjiang, China"
20121206,CHNCOP,CHN,4,-5,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20121207,CHNCOP,CHN,4,-5,2,37.0997,79.9269,,"Hetian, Xinjiang, China"
20121211,CHN,CHNBUS,1,2.8,20,37.0997,79.9269,,"Hetian, Xinjiang, China"
20121211,CHNBUS,CHN,1,4,6,37.0997,79.9269,,"Hetian, Xinjiang, China"
20121211,CHNBUS,CHN,1,1.9,20,37.0997,79.9269,,"Hetian, Xinjiang, China"
20121217,CHN,CHNUIG,1,1.9,2,44.1256,80.4144,,"Ili, Xinjiang, China"
20121217,CHNUIG,CHN,1,2.8,2,44.1256,80.4144,,"Ili, Xinjiang, China"
20121222,CHNUIG,CHN,1,7,5,44.1256,80.4144,,"Ili, Xinjiang, China"
20121224,CHN,CHNCOP,4,-10,1,47.8667,88.1167,,"Altay, Xinjiang, China"
20121224,CHN,CHNCOP,4,-10,2,44.4167,85,,"Ili, Xinjiang, China"
20121224,CHNCOP,CHN,4,-10,10,44.4167,85,,"Ili, Xinjiang, China"
20121227,CHN,CHNMIL,3,-6.5,2,37.1642,78.4094,,"Hetian, Xinjiang, China"
20130113,CHN,CHNGOV,1,1.9,4,37.1642,78.4094,,"Hetian, Xinjiang, China"
20130113,CHNGOV,CHN,1,2.8,4,37.1642,78.4094,,"Hetian, Xinjiang, China"
20130128,CHN,CHNAGR,1,0,1,41.7597,86.1469,,"Korla, Bayingol, Xinjiang, China"
20130131,CHNCVL,CHN,1,3,2,37.0769,79.7317,,"Hetian, Xinjiang, China"
20130202,CHNCVL,CHN,1,3,2,37.0769,79.7317,,"Hetian, Xinjiang, China"
20130206,CHN,CHNGOV,4,-5,2,43.8811,81.2458,,"Ili, Xinjiang, China"
20130206,CHNGOV,CHN,4,-5,6,43.8811,81.2458,,"Ili, Xinjiang, China"
20130304,CHN, CHNUIG,1,7,3,42.9333,89.1667,,"Turpan, Xinjiang, China"
20130304,CHNEDU, CHN,1,1.9,6,42.9333,89.1667,,"Turpan, Xinjiang, China"
20130304,CHNUIG, CHN,1,7,3,42.9333,89.1667,,"Turpan, Xinjiang, China"
20130305,CHN, CHNUIG,1,7,3,42.9333,89.1667,,"Turpan, Xinjiang, China"
20130305,CHNEDU, CHN,1,1.9,6,42.9333,89.1667,,"Turpan, Xinjiang, China"
20130305,CHNUIG, CHN,1,7,3,42.9333,89.1667,,"Turpan, Xinjiang, China"
20130311,CHN, CHNBUS,1,7,2,41.7597,86.1469,,"Korla, Bayingol, Xinjiang, China"
20130314,CHNCVL, CHN,2,5,48,41.7597,86.1469,,"Korla, Bayingol, Xinjiang, China"
20130315,CHNCVL, CHN,2,5,12,41.7597,86.1469,,"Korla, Bayingol, Xinjiang, China"
20130327,CHN, CHNUIG,4,-5,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20130328,CHN, CHNUIG,4,-5,8,39.3914,76.04,,"Kashgar, Xinjiang, China"
20130424,CHN, CHNGOV,1,3,6,39.3914,76.04,http://www.rfa.org/english/news/uyghur/maralbeshi-04242013190839.html,"Kashgar, Xinjiang, China"
20130424,CHN, CHNGOV,3,-2,8,39.3914,76.04,http://www.cnn.com/2013/04/24/world/asia/china-xinjiang-violence/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29,"Kashgar, Xinjiang, China"
20130424,CHN, CHNGOV,3,-2,4,39.3914,76.04,http://www.cnn.com/2013/04/24/world/asia/china-xinjiang-violence/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29,"Kashgar, Xinjiang, China"
20130424,CHNGOV, CHN,3,-2,4,39.3914,76.04,http://www.cnn.com/2013/04/24/world/asia/china-xinjiang-violence/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29,"Kashgar, Xinjiang, China"
20130424,CHNGOV, CHN,3,-2,4,39.3914,76.04,http://www.cnn.com/2013/04/24/world/asia/china-xinjiang-violence/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_latest+%28RSS%3A+Most+Recent%29,"Kashgar, Xinjiang, China"
20130514,CHN, CHNEDU,1,1.9,5,45.6004,84.8601,http://www.chinadaily.com.cn/cndy/2013-05/14/content_16497926.htm,"Karamay, Xinjiang, China"
20130514,CHN, CHNEDU,1,1.9,2,41.7278,82.9364,http://www.chinadaily.com.cn/cndy/2013-05/14/content_16497926.htm,"Aksu, Xinjiang, China"
20130531,CHNGOV, CHN,1,4,1,39.3914,76.04,http://www.dayandnightnews.com/2013/06/gwadar-port-economic-corridor-tops-sharifs-agenda-in-china/,"Kashgar, Xinjiang, China"
20130531,CHNGOV, CHNGOV,1,4,6,39.3914,76.04,http://www.dayandnightnews.com/2013/06/gwadar-port-economic-corridor-tops-sharifs-agenda-in-china/,"Kashgar, Xinjiang, China"
20130624,CHN, CHNGOV,4,-7.2,1,42.9333,89.1667,http://www.globaltimes.cn/content/792959.shtml,"Turpan, Xinjiang, China"
20130624,CHNGOV, CHN,4,-7.2,7,42.9333,89.1667,http://www.globaltimes.cn/content/792959.shtml,"Turpan, Xinjiang, China"
20130626,CHN, CHNMED,3,-2,2,42.7333,89.7,http://www.rferl.org/content/china-rioting-/25028181.html,"Turpan, Xinjiang, China"
20130626,CHNCRM, CHN,4,-10,48,42.7333,89.7,http://www.winnipegfreepress.com/world/riots-in-restive-minority-region-in-far-western-china-leave-27-dead-213086191.html,"Turpan, Xinjiang, China"
20130627,NGOCHNUIGHRI, CHN,3,-2,8,42.7333,89.7,http://www.capitalfm.co.ke/news/2013/06/deaths-in-china-xinjiang-riot-rise-to-35-xinhua/,"Turpan, Xinjiang, China"
20130628,CHN, CHNCOP,1,0,2,39.2547,76.3978,http://www.rfa.org/english/news/uyghur/violence-06282013173938.html,"Kashgar, Xinjiang, China"
20130628,CHN, CHNGOV,4,-5,10,42.9333,89.1667,http://www.atimes.com/atimes/China/CHIN-01-280613.html,"Turpan, Xinjiang, China"
20130628,CHN, CHNGOV,4,-5,2,39.2547,76.3978,http://www.rfa.org/english/news/uyghur/violence-06282013173938.html,"Kashgar, Xinjiang, China"
20130628,CHN, CHNGOV,4,-5,1,39.2547,76.3978,http://www.rfa.org/english/news/uyghur/violence-06282013173938.html,"Kashgar, Xinjiang, China"
20130628,CHNCRM, CHN,4,-10,2,42.7333,89.7,http://www.newsmax.com/thewire/china-knife-attack-rioting/2013/06/28/id/512413,"Turpan, Xinjiang, China"
20130628,NGOCHNUIGHRI, CHN,3,-2,56,42.7333,89.7,http://www.globalpost.com/dispatch/news/afp/130628/deaths-china-xinjiang-riot-raised-35,"Turpan, Xinjiang, China"
20130628,NGOCHNUIGHRI, CHN,3,-2,67,42.9333,89.1667,http://www.thenewstribe.com/2013/06/29/china-says-xinjiang-riots-were-terrorist-attack/,"Turpan, Xinjiang, China"
20130628,NGOCHNUIGHRI, CHN,4,-5,2,42.9333,89.1667,http://www.rfa.org/english/news/uyghur/violence-06282013173938.html,"Turpan, Xinjiang, China"
20130628,NGOCHNUIGHRI, CHN,4,-5,2,42.9333,89.1667,http://www.rfa.org/english/news/uyghur/violence-06282013173938.html,"Turpan, Xinjiang, China"
20130629,CHN, CHNGOV,1,3,12,37.0997,79.9269,http://ca.reuters.com/article/topNews/idCABRE95T01A20130630,"Hetian, Xinjiang, China"
20130629,CHN, CHNGOV,4,-7.2,60,37.0997,79.9269,http://news.yahoo.com/chinas-troubled-xinjiang-hit-more-violence-state-media-054914936.html,"Hetian, Xinjiang, China"
20130629,CHNGOV, CHN,1,3,6,37.0997,79.9269,http://ca.reuters.com/article/topNews/idCABRE95T01A20130630,"Hetian, Xinjiang, China"
20130629,CHNGOV, CHN,4,-7.2,6,37.0997,79.9269,http://www.aawsat.net/2013/06/article55307752,"Hetian, Xinjiang, China"
20130629,CHNGOV, CHN,4,-7.2,84,37.0997,79.9269,http://news.yahoo.com/chinas-troubled-xinjiang-hit-more-violence-state-media-054914936.html,"Hetian, Xinjiang, China"
20130630,CHN, CHNGOV,1,3,6,37.0997,79.9269,http://www.turkishweekly.net/news/152617/china-39-s-xinjiang-hit-by-more-ethnic-violence.html,"Hetian, Xinjiang, China"
20130630,CHN, CHNMED,1,2.8,6,39.3914,76.04,http://usa.chinadaily.com.cn/world/2013-07/01/content_16692615.htm,"Kashgar, Xinjiang, China"
20130630,CHNGOV, CHN,1,1,2,42.9333,89.1667,http://www.womenofchina.cn/html/womenofchina/report/153717-1.htm,"Turpan, Xinjiang, China"
20130630,CHNGOVMED, CHN,3,-2,10,43.8811,81.2458,http://www.worldbulletin.net/?aType=haber&ArticleID=112141,"Ili, Xinjiang, China"
20130702,CHN, CHNUIG,1,3,16,42.9333,89.1667,http://europe.chinadaily.com.cn/china/2013-07/02/content_16707495.htm,"Turpan, Xinjiang, China"
20130704,CHN, CHNUIG,1,-0.4,6,42.7333,89.7,http://europe.chinadaily.com.cn/business/2013-07/04/content_16729564.htm,"Turpan, Xinjiang, China"
20130704,CHNGOV, CHN,1,3,8,39.3914,76.04,http://www.thenews.com.pk/Todays-News-13-23889-Chinese-firms-ready-to-invest-billions-of-dollars-in-Pakistan,"Kashgar, Xinjiang, China"
20130704,CHNGOV, CHN,1,3,2,39.3914,76.04,http://www.thenews.com.pk/Todays-News-13-23889-Chinese-firms-ready-to-invest-billions-of-dollars-in-Pakistan,"Kashgar, Xinjiang, China"
20130704,CHNGOV, CHN,3,-2,2,42.7333,89.7,http://ajw.asahi.com/article/asia/china/AJ201307040086,"Turpan, Xinjiang, China"
20130705,CHN, CHNCOP,4,-9.5,2,39.7061,76.1519,http://www.rfa.org/english/news/uyghur/attack-07052013165131.html,"Kizilsu, Xinjiang, China"
20130705,CHN, CHNGOV,1,4,11,39.3914,76.04,http://x.dawn.com/2013/07/06/nawaz-li-hold-fruitful-meeting-2000km-road-to-link-gwadar-with-kashgar/,"Kashgar, Xinjiang, China"
20130705,CHN, CHNGOV,1,3.4,8,39.3914,76.04,http://x.dawn.com/2013/07/06/nawaz-li-hold-fruitful-meeting-2000km-road-to-link-gwadar-with-kashgar/,"Kashgar, Xinjiang, China"
20130705,CHN, CHNGOVMIL,1,3,9,42.7333,89.7,http://www.saudigazette.com.sa/index.cfm?method=home.regcon&contentid=20130706172444,"Turpan, Xinjiang, China"
20130705,CHN, CHNGOVMIL,1,3,1,42.7333,89.7,http://www.globalpost.com/dispatch/news/afp/130705/china-xinjiang-security-tight-riot-anniversary-1,"Turpan, Xinjiang, China"
